,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex,unique_address,LAT_LON,underground_search,metro_address,LAT_LON_metro,metro_nearest,airport_nearest,center_distance
687,ДэН,real_estate_agent,https://ekb.cian.ru/sale/flat/300807472/,Екатеринбург,sale,flat,3,9,3,58.3,6000000,1975,-1,36.4,6.7,79120515542,Кировский, Июльская,19,Динамо,,"Екатеринбург, Июльская,19","(56.85902571625, 60.643022870944)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",2820.924776732188,16082.618783337051,3251.863582515446
688,Самолет Плюс Екатеринбург-Верхняя Пышма,real_estate_agent,https://ekb.cian.ru/sale/flat/298544061/,Екатеринбург,sale,flat,3,9,3,65.0,6000000,1991,-1,40.9,8.0,79827124617,Октябрьский, Карельская,68,Геологическая,,"Екатеринбург, Карельская,68","(56.792849794399, 60.776101341832)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",11174.897514756203,5591.588430263353,11116.008020921268
689,СамолетПлюс,real_estate_agent,https://ekb.cian.ru/sale/flat/300152121/,Екатеринбург,sale,flat,5,9,3,63.7,6000000,1983,-1,37.0,8.4,79826883841,Орджоникидзевский, Красных Командиров,72,Проспект Космонавтов,,"Екатеринбург, Красных Командиров,72","(56.896778311067, 60.628943201447)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",1163.3990936838811,20013.228535597365,6909.076690706964
690,Green Garden,real_estate_agent,https://ekb.cian.ru/sale/flat/297040152/,Екатеринбург,sale,flat,2,5,3,58.4,6299000,1957,-1,21.32537276345172,6.0,79827204246,Орджоникидзевский, Кобозева,14,Проспект Космонавтов,,"Екатеринбург, Кобозева,14","(56.895979599513, 60.623266892798)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",953.778844816164,20127.49683715896,6775.908330222595
691,ДомИнвест,real_estate_agent,https://ekb.cian.ru/sale/flat/299110745/,Екатеринбург,sale,flat,9,10,3,61.1,6290000,1975,-1,44.8,7.0,79826727403,Орджоникидзевский, Электриков,19,Машиностроителей,,"Екатеринбург, Электриков,19","(56.88261121832, 60.617618076791)",Станция метро Машиностроителей,"Екатеринбург,Станция метро Машиностроителей","('56.8784313', '60.612468')",561.4664678821264,19109.67157941405,5262.413952395501
692,Кодекс,real_estate_agent,https://ekb.cian.ru/sale/flat/300378711/,Екатеринбург,sale,flat,4,9,3,62.6,6200000,1997,-1,41.0,8.0,79826514947,Ленинский, Краснолесья,14к1,Чкаловская,,"Екатеринбург, Краснолесья,14к1","(56.779990404276, 60.546146929518)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",4942.277053826538,16304.912962728966,7356.477877978138
693,Формат,real_estate_agent,https://ekb.cian.ru/sale/flat/300640573/,Екатеринбург,sale,flat,3,5,3,57.0,6200000,1978,-1,43.0,6.0,79122310512,Верх-Исетский, Красноуральская,21к3,Геологическая,,"Екатеринбург, Красноуральская,21к3","(56.838083012775, 60.557444321199)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3107.842062420073,18330.558748678934,3313.4394685906627
694,5 Авеню,real_estate_agent,https://ekb.cian.ru/sale/flat/297066975/,Екатеринбург,sale,flat,4,9,3,59.0,6290000,1973,-1,38.0,7.0,79623861224,Верх-Исетский, Металлургов,32А,Геологическая,,"Екатеринбург, Металлургов,32А","(56.827350001236, 60.538289984939)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3993.813752691226,18697.70309840676,4561.027160546511
695,КупиДом,real_estate_agent,https://ekb.cian.ru/sale/flat/298868713/,Екатеринбург,sale,flat,2,5,3,68.0,6479000,1938,-1,24.830913491690357,10.0,79827421139,Кировский,переулок Отдельный,10,Площадь 1905 года,,"Екатеринбург,переулок Отдельный,10","(56.836972295484, 60.650022006389)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",3073.704112509828,13935.916287743255,2356.055908711345
696,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/299143411/,Екатеринбург,sale,flat,10,16,3,61.0,6490000,2023,-1,26.0,18.0,79126923935,Чкаловский, Щербакова,148,Ботаническая,River Park,"Екатеринбург, Щербакова,148","(56.767398222689, 60.678998629585)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4426.102000800595,8100.349754574592,8629.026649386315
697,Юлия Емельянова,realtor,https://ekb.cian.ru/sale/flat/300827704/,Екатеринбург,sale,flat,12,15,3,64.0,6450000,1978,-1,43.0,8.5,79827502112,Орджоникидзевский, 40-летия Октября,50,Уралмаш,,"Екатеринбург, 40-летия Октября,50","(56.897521702059, 60.591403590791)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",1661.7714476549502,21398.701737668005,7017.727222851059
698,Оксана Бороздина,realtor,https://ekb.cian.ru/sale/flat/292874398/,Екатеринбург,sale,flat,6,16,3,53.0,6600000,2020,-1,25.2,16.4,79126916162,Чкаловский, Чемпионов,5,Ботаническая,,"Екатеринбург, Чемпионов,5","(56.749738816521, 60.565385576601)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6695.362475608013,14676.739429529296,9954.535897844127
699,Green Garden,real_estate_agent,https://ekb.cian.ru/sale/flat/298014076/,Екатеринбург,sale,flat,6,12,3,65.0,6700000,2012,-1,23.73543201411578,25.0,79122631338,Чкаловский, Дорожная,15,Ботаническая,,"Екатеринбург, Дорожная,15","(56.774588183861, 60.59295583544)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",3488.8109839970984,13382.418592398706,6874.044350732579
700,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/299928584/,Екатеринбург,sale,flat,4,9,3,57.1,6700000,1976,-1,33.0,10.0,79126916901,Ленинский, Амундсена,74,Чкаловская,,"Екатеринбург, Амундсена,74","(56.793160008636, 60.574180037051)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",2690.9086748017035,15096.760893698543,5234.6420293925
701,Самолет плюс,real_estate_agent,https://ekb.cian.ru/sale/flat/300176257/,Екатеринбург,sale,flat,4,4,3,72.0,6700000,2018,-1,50.0,15.0,79827134869,, Очеретина,12,Геологическая,,"Екатеринбург, Очеретина,12","(56.799051606468, 60.517727919164)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6069.326012622712,18566.32388518341,7018.329762564303
702,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/300131589/,Екатеринбург,sale,flat,2,9,3,64.0,6700000,1983,-1,40.0,9.0,79826514649,Ленинский, Амундсена,73,Чкаловская,,"Екатеринбург, Амундсена,73","(56.792727292884, 60.575441178202)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",2658.1739100886944,15007.67622411044,5245.241597425164
703,Уральская Губерния,real_estate_agent,https://ekb.cian.ru/sale/flat/300133000/,Екатеринбург,sale,flat,5,9,3,63.0,6990000,1989,-1,40.0,8.0,79827209945,Верх-Исетский, Викулова,38А,Площадь 1905 года,,"Екатеринбург, Викулова,38А","(56.832259994388, 60.544129992157)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",3417.43794831315,18664.23926345984,4129.186287924681
704,Самолет Плюс Екатеринбург-Верхняя Пышма,real_estate_agent,https://ekb.cian.ru/sale/flat/298450106/,Екатеринбург,sale,flat,7,17,3,82.2,6950000,2010,-1,48.0,12.8,79827124617,, Краснолесья,123,Геологическая,,"Екатеринбург, Краснолесья,123","(56.791291305232, 60.524165220803)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6235.282643429949,17929.870720295214,7257.421317642899
705,SMART.Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/298014110/,Екатеринбург,sale,flat,14,15,3,79.2,6950000,2012,-1,49.1,12.1,79126526007,, Краснолесья,161,Геологическая,,"Екатеринбург, Краснолесья,161","(56.796252511812, 60.515202116461)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6362.254520913912,18615.70288044237,7326.378173181487
706,Наталья Орлова,realtor,https://ekb.cian.ru/sale/flat/293447953/,Екатеринбург,sale,flat,13,18,3,86.6,6999000,2018,-1,49.0,10.0,79126418386,, Чкалова,260,Чкаловская,,"Екатеринбург, Чкалова,260","(56.779279409339, 60.528756827362)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",5857.956756305361,17322.55930196176,8044.581946758626
707,Павел Репин,realtor,https://ekb.cian.ru/sale/flat/300247211/,Екатеринбург,sale,flat,10,25,3,67.82,6999000,2023,-1,43.3,5.0,79827123785,, Академика Ландау,14/2,Геологическая,Притяжение,"Екатеринбург, Академика Ландау,14/2","(56.7948392, 60.5174046)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6334.4254668997055,18440.061739575536,7315.199993146665
708,Ярмарка,real_estate_agent,https://ekb.cian.ru/sale/flat/300677398/,Екатеринбург,sale,flat,9,9,3,71.2,7000000,1989,-1,46.2,8.2,79826415668,Чкаловский, Белинского,218/1,Ботаническая,,"Екатеринбург, Белинского,218/1","(56.801148507186, 60.62891956448)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",438.4723136015182,12443.46626478784,3967.144831280505
709,КИТ,real_estate_agent,https://ekb.cian.ru/sale/flat/287970258/,Екатеринбург,sale,flat,15,16,3,76.6,7250000,2014,-1,40.9,18.9,79126023977,Чкаловский, Дорожная,25,Ботаническая,,"Екатеринбург, Дорожная,25","(56.775109598982, 60.568707015032)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4594.888242532491,14837.860457198693,7212.680503165199
710,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/299705723/,Екатеринбург,sale,flat,4,10,3,65.3,7250000,1995,-1,37.9,11.2,79126609016,, Сурикова,40,Чкаловская,,"Екатеринбург, Сурикова,40","(56.809789997903, 60.599569995235)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",683.2467380915771,14477.528657239509,2951.527887311868
711,Северная казна,real_estate_agent,https://ekb.cian.ru/sale/flat/299201523/,Екатеринбург,sale,flat,4,4,3,54.0,7300000,1934,-1,39.0,7.0,79655291784,Центр, Челюскинцев,60,Динамо,,"Екатеринбург, Челюскинцев,60","(56.849847490364, 60.593959819802)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",518.9247233077505,17383.622747672613,1926.369758232889
712,Содружество,real_estate_agent,https://ekb.cian.ru/sale/flat/295091056/,Екатеринбург,sale,flat,8,24,3,80.3,7300000,2013,-1,44.0,12.1,79122910488,, Павла Шаманова,60,Геологическая,,"Екатеринбург, Павла Шаманова,60","(56.786021342909, 60.523655812088)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6642.189340769386,17802.186063781737,7689.337195017577
713,Татьяна Баранавкина,realtor,https://ekb.cian.ru/sale/flat/299211090/,Екатеринбург,sale,flat,7,9,3,63.3,7300000,1988,-1,23.11465917682352,7.0,79126132270,Октябрьский,бульвар Есенина,3,Геологическая,,"Екатеринбург,бульвар Есенина,3","(56.8374412, 60.5764697)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",2066.5121430043914,17340.558810693994,2150.61336167371
714,ДОБРОДЕЛ АВТОВОКЗАЛ,real_estate_agent,https://ekb.cian.ru/sale/flat/297747974/,Екатеринбург,sale,flat,16,24,3,67.2,7410000,2016,-1,25.6,24.7,79826902817,Железнодорожный, Таватуйская,25к4,Уралмаш,,"Екатеринбург, Таватуйская,25к4","(56.877812788299, 60.524416426441)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",5553.539840857584,22625.95502292849,7104.001516935471
715,TIME-HOME,real_estate_agent,https://ekb.cian.ru/sale/flat/299063970/,Екатеринбург,sale,flat,18,18,3,67.5,7700000,2012,-1,39.0,12.0,79122521393,Железнодорожный, Таватуйская,1Г,Уральская,,"Екатеринбург, Таватуйская,1Г","(56.870414810774, 60.536829817707)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",4163.674989582445,21515.480110324803,5992.201274095113
716,Екатеринбургская служба Недвижимости и оценки,real_estate_agent,https://ekb.cian.ru/sale/flat/300176854/,Екатеринбург,sale,flat,10,23,3,90.0,7690000,2012,-1,51.0,16.0,79826883571,Ленинский, Краснолесья,16к3,Чкаловская,,"Екатеринбург, Краснолесья,16к3","(56.777664579566, 60.549145433155)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",4967.846202597336,16067.10977408816,7480.421441823092
717,Валерия Мартынова,realtor,https://ekb.cian.ru/sale/flat/300890916/,Екатеринбург,sale,flat,11,12,3,64.5,7700000,2001,-1,37.0,10.2,79126317518,Верх-Исетский, Викулова,63к3,Геологическая,,"Екатеринбург, Викулова,63к3","(56.821314217703, 60.536398064859)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",4147.151263796121,18482.21382082932,4849.735554496909
718,Александр Нечаев,realtor,https://ekb.cian.ru/sale/flat/299377730/,Екатеринбург,sale,flat,5,10,3,81.8,7650000,1987,-1,60.0,8.0,79122310971,Орджоникидзевский, Уральских Рабочих,16,Уралмаш,,"Екатеринбург, Уральских Рабочих,16","(56.893922387107, 60.605365662186)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",761.5508159916602,20565.96889719847,6519.651096162072
719,PR FLAT недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/300889900/,Екатеринбург,sale,flat,3,6,3,89.4,7800590,1931,-1,67.8,8.9,79826204928,Кировский,переулок Отдельный,7,Площадь 1905 года,,"Екатеринбург,переулок Отдельный,7","(56.837729982491, 60.651739966428)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",3182.443879306001,13926.940743179232,2467.804073709357
720,АН 911,real_estate_agent,https://ekb.cian.ru/sale/flat/296563076/,Екатеринбург,sale,flat,9,10,3,62.1,7800000,1991,-1,39.0,8.3,79827511618,, Фурманова,113,Чкаловская,,"Екатеринбург, Фурманова,113","(56.812982778699, 60.593298126113)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1188.9193599524608,14986.878299648297,2740.392702115676
721,Центр Ипотеки и Недвижимости Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/295858785/,Екатеринбург,sale,flat,11,24,3,78.8,7900000,2012,-1,28.77464681095882,12.0,79826515612,, Краснолесья,149,Геологическая,,"Екатеринбург, Краснолесья,149","(56.795648008955, 60.515788095312)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6367.86596142961,18561.250297482577,7338.197555728779
722,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300967003/,Екатеринбург,sale,flat,17,25,3,73.0,8000000,2020,-1,35.0,27.0,79122521733,Чкаловский, Дорожная,14,Ботаническая,,"Екатеринбург, Дорожная,14","(56.773717865315, 60.588996694497)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",3726.193072602089,13594.574022816005,7013.068924675988
723,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/299726505/,Екатеринбург,sale,flat,15,17,3,83.0,8000000,2017,-1,43.0,21.0,79826513715,Ленинский, Чкалова,242,Чкаловская,,"Екатеринбург, Чкалова,242","(56.783971598737, 60.539607536299)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",5018.911043761319,16801.181681533304,7223.859495773368
724,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/298243145/,Екатеринбург,sale,flat,4,24,3,69.0,8000000,2020,-1,44.0,10.0,79826513715,Железнодорожный, Таватуйская,25к2,Уралмаш,,"Екатеринбург, Таватуйская,25к2","(56.874724003139, 60.527268485583)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",5471.583959122948,22270.530333721887,6747.22198979314
725,НОВОСЁЛ,real_estate_agent,https://ekb.cian.ru/sale/flat/283949080/,Екатеринбург,sale,flat,9,10,3,103.0,8000000,1998,-1,55.0,12.0,79090302074,Орджоникидзевский, Стачек,55,Проспект Космонавтов,,"Екатеринбург, Стачек,55","(56.894526806145, 60.619587488761)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",963.6168367277644,20118.56028347671,6594.5271724551785
726,Елена Ганиева,realtor,https://ekb.cian.ru/sale/flat/289244073/,Екатеринбург,sale,flat,15,16,3,80.4,8100000,2010,-1,52.0,11.0,79126525757,, Павла Шаманова,12,Геологическая,,"Екатеринбург, Павла Шаманова,12","(56.787853593374, 60.523408167308)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6517.079621365131,17869.527740819514,7555.238039427076
727,Столица,real_estate_agent,https://ekb.cian.ru/sale/flat/298461570/,Екатеринбург,sale,flat,5,5,3,77.0,8100000,1984,-1,31.2,35.2,79122204710,Октябрьский, Белинского,216,Ботаническая,,"Екатеринбург, Белинского,216","(56.802178684996, 60.62813267141)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",562.8418341291215,12542.621867721702,3843.7764500087214
728,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300435859/,Екатеринбург,sale,flat,16,26,3,65.0,8450000,2018,-1,23.73543201411578,20.0,79126521607,Железнодорожный, Стрелочников,2,Уральская,,"Екатеринбург, Стрелочников,2","(56.855792480919, 60.582538722354)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",1159.0513431366387,18344.45080450307,2871.913094697937
729,Новая Квартира,real_estate_agent,https://ekb.cian.ru/sale/flat/299760758/,Екатеринбург,sale,flat,9,10,3,63.9,8400000,1600,-1,41.0,8.0,79126134510,Чкаловский,бульвар Тбилисский,11,Ботаническая,,"Екатеринбург,бульвар Тбилисский,11","(56.793010014479, 60.631639994975)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",504.8755252435372,11867.746079781533,4885.534213063879
730,Домкомм,real_estate_agent,https://ekb.cian.ru/sale/flat/299225168/,Екатеринбург,sale,flat,8,8,3,91.5,8450000,1936,-1,57.7,16.2,79826416119,Центр,проспект Ленина,69к14,Площадь 1905 года,,"Екатеринбург,проспект Ленина,69к14","(56.836352019959, 60.582806972995)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",1031.6065398895212,16957.321877577237,1755.3522381418595
731,ГРАНАТ,real_estate_agent,https://ekb.cian.ru/sale/flat/292713023/,Екатеринбург,sale,flat,7,10,3,62.3,8400000,2008,-1,42.0,8.1,79827210734,Верх-Исетский, Ухтомская,45,Геологическая,,"Екатеринбург, Ухтомская,45","(56.81807999351, 60.544190006584)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3749.006499349178,17894.729221727877,4544.175662606318
732,Евгений Щербаков,realtor,https://ekb.cian.ru/sale/flat/298621183/,Екатеринбург,sale,flat,8,9,3,63.6,8400000,1980,-1,40.8,7.8,79122607044,Октябрьский, Ткачей,16,Геологическая,,"Екатеринбург, Ткачей,16","(56.818389998199, 60.631210003342)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",1903.0615747540417,13393.490620103132,2250.274062927316
733,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/299541154/,Екатеринбург,sale,flat,3,9,3,68.0,8500000,1989,-1,25.0,30.0,79126923935,Верх-Исетский, Опалихинская,31,Уральская,,"Екатеринбург, Опалихинская,31","(56.85353036753, 60.555571389161)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",2822.5788241700943,19440.21251155893,3962.440120174306
734,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/301030013/,Екатеринбург,sale,flat,4,8,3,78.9,8900000,2018,-1,39.3,20.2,79827016926,, Григория Речкалова,1,Геологическая,,"Екатеринбург, Григория Речкалова,1","(56.800432692655, 60.497987782815)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7073.521719095643,19759.50741815465,7955.801435384453
735,Жилцентр,real_estate_agent,https://ekb.cian.ru/sale/flat/289467811/,Екатеринбург,sale,flat,1,9,3,78.1,8900000,1972,-1,46.7,8.0,79122106043,Центр,переулок Красный,6,Динамо,,"Екатеринбург,переулок Красный,6","(56.849121785187, 60.596770188118)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",329.4030654709795,17202.191343247232,1766.5032304526833
736,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/299012333/,Екатеринбург,sale,flat,20,23,3,70.0,8900000,2020,-1,51.0,12.0,79125708115,Орджоникидзевский, Энтузиастов,36Б/2,Проспект Космонавтов,,"Екатеринбург, Энтузиастов,36Б/2","(56.89532970865, 60.632145507556)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",1414.84683816887,19772.35147344004,6783.224206823772
737,Арбат,real_estate_agent,https://ekb.cian.ru/sale/flat/299978606/,Екатеринбург,sale,flat,7,10,3,71.0,8950000,2018,-1,25.92639496926493,11.0,79126413019,,проспект Академика Сахарова,37,Чкаловская,,"Екатеринбург,проспект Академика Сахарова,37","(56.7781773148, 60.527475318186)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",5990.05466943898,17372.957712171232,8189.302903255965
738,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/300657683/,Екатеринбург,sale,flat,11,13,3,89.1,8950000,2013,-1,60.0,14.0,79126418034,Орджоникидзевский, Бакинских Комиссаров,173,Проспект Космонавтов,,"Екатеринбург, Бакинских Комиссаров,173","(56.914407381282, 60.609797174395)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",1356.396570436461,22295.67877739,8790.635517612822
739,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/293588027/,Екатеринбург,sale,flat,10,14,3,77.7,8950000,2007,-1,42.0,15.0,79126929301,Кировский, Красина,3А,Динамо,,"Екатеринбург, Красина,3А","(56.861878287448, 60.621145014009)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",1971.3975988710783,17177.120468160632,2998.559571086615
740,Ориентир. Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/300769530/,Екатеринбург,sale,flat,6,17,3,83.6,8990000,2004,-1,54.9,12.8,79827302711,Кировский, Уральская,3,Уральская,,"Екатеринбург, Уральская,3","(56.861895386531, 60.624845037528)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",1512.793538363528,17031.518972784183,3052.65935643819
741,МАН,real_estate_agent,https://ekb.cian.ru/sale/flat/296834152/,Екатеринбург,sale,flat,3,3,3,90.2,9500000,1951,-1,60.0,15.0,79120503722,Орджоникидзевский, Уральских Рабочих,79,Проспект Космонавтов,,"Екатеринбург, Уральских Рабочих,79","(56.901491706679, 60.583757618714)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",1770.7212516281656,22033.58936999418,7544.186518442776
742,БЕЛКА,real_estate_agent,https://ekb.cian.ru/sale/flat/299782309/,Екатеринбург,sale,flat,4,24,3,67.3,9500000,2020,-1,24.575301146922957,10.0,79826516226,Железнодорожный, Таватуйская,25к4,Уралмаш,,"Екатеринбург, Таватуйская,25к4","(56.877812788299, 60.524416426441)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",5553.539840857584,22625.95502292849,7104.001516935471
743,Априори-Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/298805002/,Екатеринбург,sale,flat,9,16,3,79.0,9500000,2011,-1,45.4,11.5,79826113004,, Вильгельма де Геннина,34,Геологическая,,"Екатеринбург, Вильгельма де Геннина,34","(56.792392016757, 60.518976822737)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6411.992469398461,18268.71602013686,7413.49859420874
744,Денис Денисов,realtor,https://ekb.cian.ru/sale/flat/299898545/,Екатеринбург,sale,flat,18,25,3,76.8,9499999,2019,-1,42.0,12.0,79122630487,,проспект Академика Сахарова,75,Геологическая,,"Екатеринбург,проспект Академика Сахарова,75","(56.784339271659, 60.516162409461)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7108.071107250962,18200.30272991813,8145.405669636309
745,Анастасия Ширяева,realtor,https://ekb.cian.ru/sale/flat/298990949/,Екатеринбург,sale,flat,12,17,3,86.0,9500000,2010,-1,55.0,15.0,79827516334,, Вильгельма де Геннина,45,Геологическая,,"Екатеринбург, Вильгельма де Геннина,45","(56.789440916287, 60.515973000096)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6756.137961467201,18354.527380179257,7767.311832230931
746,Риэлтерский центр Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/300132986/,Екатеринбург,sale,flat,2,9,3,71.0,9550000,1989,-1,40.0,12.0,79126412201,Октябрьский, Декабристов,45,Геологическая,,"Екатеринбург, Декабристов,45","(56.824281093117, 60.623098668001)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",1208.8552925734184,14187.074121962423,1432.7499593915002
747,Ориентир. Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/300818661/,Екатеринбург,sale,flat,1,11,3,71.2,9570000,2020,-1,37.5,15.7,79655309285,, Академика Парина,46/6,Геологическая,,"Екатеринбург, Академика Парина,46/6","(56.789409106965, 60.501337778057)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7486.871098448494,19217.292046973937,8461.649531669931
748,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/298596467/,Екатеринбург,sale,flat,14,16,3,101.0,9690000,2016,-1,47.0,24.0,79125708115,Орджоникидзевский, Республиканская,5,Проспект Космонавтов,,"Екатеринбург, Республиканская,5","(56.904897315849, 60.569700580356)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",2640.0706026362977,22863.554137862506,8140.767016731024
